"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"P0: GET /api/v1/it-journey/roles — list available IT roles.","291","test_get_it_journey_roles_list","tests.api","Sat May 23 22:01:50 UTC 2026","passed","Sat May 23 22:01:51 UTC 2026","TestJobsITJourney","test_jobs_endpoints","",""
"","1359","test_login","tests.api","Sat May 23 21:58:10 UTC 2026","passed","Sat May 23 21:58:11 UTC 2026","TestAuthPublic","test_auth","",""
"","1967","test_p1_populate_coding_question_pool_unauthorized","tests.api","Sat May 23 22:11:33 UTC 2026","passed","Sat May 23 22:11:35 UTC 2026","TestQuizP1","test_quiz","",""
"P1: GET /v1/superadmin/mentors/by-email without token → 401.","1","test_p1_superadmin_no_auth","tests.api","Sat May 23 22:02:23 UTC 2026","broken","Sat May 23 22:02:23 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"","306","test_vote_course_review","tests.api","Sat May 23 22:00:49 UTC 2026","passed","Sat May 23 22:00:49 UTC 2026","TestCoursesReviews","test_courses","",""
"","0","test_transcribe_audio","tests.api","Sat May 23 22:01:26 UTC 2026","skipped","Sat May 23 22:01:26 UTC 2026","TestAIInterview","test_interview","",""
"","288","test_create_university","tests.api","Sat May 23 21:58:28 UTC 2026","passed","Sat May 23 21:58:28 UTC 2026","TestAuthUniversity","test_auth","",""
"P1: POST /subscriptions with empty body → 422.","292","test_p1_upsert_subscription_empty","tests.api","Sat May 23 22:00:24 UTC 2026","passed","Sat May 23 22:00:24 UTC 2026","TestBillingSubscriptions","test_billing","",""
"","861","test_get_my_evaluation","tests.api","Sat May 23 22:11:04 UTC 2026","passed","Sat May 23 22:11:05 UTC 2026","TestQuizAPIs","test_quiz","",""
"P1: PATCH /me without token → 401.","1162","test_p1_update_me_no_auth","tests.api","Sat May 23 22:01:57 UTC 2026","passed","Sat May 23 22:01:58 UTC 2026","TestMentorshipProfile","test_mentorship","",""
"","338","test_p1_create_course_no_auth","tests.api","Sat May 23 22:00:40 UTC 2026","passed","Sat May 23 22:00:40 UTC 2026","TestCoursesCRUDP1","test_courses","",""
"P0: Create a new skill.","296","test_create_skill","tests.api","Sat May 23 22:01:58 UTC 2026","passed","Sat May 23 22:01:59 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"","2515","test_generate_resume","tests.api","Sat May 23 22:11:54 UTC 2026","failed","Sat May 23 22:11:56 UTC 2026","TestResume","test_resumes","",""
"POST /idp/save without token → 401/403.","350","test_p1_idp_save_no_auth","tests.api","Sat May 23 21:59:45 UTC 2026","passed","Sat May 23 21:59:46 UTC 2026","TestAuthIDPCRUD","test_auth","",""
"","393","test_generate_aptitude","tests.api","Sat May 23 22:02:23 UTC 2026","passed","Sat May 23 22:02:23 UTC 2026","TestQuizAPIs","test_quiz","",""
"","1984","test_populate_coding_question_pool","tests.api","Sat May 23 22:11:11 UTC 2026","passed","Sat May 23 22:11:13 UTC 2026","TestQuizAPIs","test_quiz","",""
"P1: Without token → 401/403.","354","test_p1_idp_suggest_roles_no_auth","tests.api","Sat May 23 21:59:28 UTC 2026","passed","Sat May 23 21:59:29 UTC 2026","TestAuthIDPP1","test_auth","",""
"P0: Create a new availability slot.","297","test_create_availability","tests.api","Sat May 23 22:02:05 UTC 2026","failed","Sat May 23 22:02:05 UTC 2026","TestMentorshipAvailability","test_mentorship","",""
"","303","test_p1_create_coding_question_empty","tests.api","Sat May 23 22:11:32 UTC 2026","passed","Sat May 23 22:11:32 UTC 2026","TestQuizP1","test_quiz","",""
"P0: Create availability in bulk.","295","test_create_availability_bulk","tests.api","Sat May 23 22:02:06 UTC 2026","passed","Sat May 23 22:02:06 UTC 2026","TestMentorshipAvailability","test_mentorship","",""
"P0: POST /api/v1/course-reviews/{id}/flags — flag a review.","308","test_post_review_flags","tests.api","Sat May 23 22:01:10 UTC 2026","passed","Sat May 23 22:01:11 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"P1: DELETE /me/mentee/goals/99999 → 204 (idempotent) or 404.","296","test_p1_delete_goal_nonexistent","tests.api","Sat May 23 22:02:01 UTC 2026","passed","Sat May 23 22:02:02 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"","349","test_p1_instructor_dashboard_no_auth","tests.api","Sat May 23 22:00:55 UTC 2026","passed","Sat May 23 22:00:55 UTC 2026","TestCoursesAnalyticsP1","test_courses","",""
"GET /api/assessments/99999/results → 404.","287","test_p1_get_results_nonexistent","tests.api","Sat May 23 21:59:00 UTC 2026","passed","Sat May 23 21:59:00 UTC 2026","TestAuthAssessmentsP1","test_auth","",""
"P1: PUT /api/v1/lessons/FAKE → 404.","306","test_p1_put_lesson_nonexistent","tests.api","Sat May 23 22:01:18 UTC 2026","passed","Sat May 23 22:01:18 UTC 2026","TestCoursesNewEndpointsP1","test_courses","",""
"GET /api/students/results/{id} without token → 401.","362","test_p1_student_result_detail_no_auth","tests.api","Sat May 23 21:59:06 UTC 2026","passed","Sat May 23 21:59:06 UTC 2026","TestAuthStudentAssessmentsP1","test_auth","",""
"","302","test_p1_analyze_performance_gaps_empty","tests.api","Sat May 23 22:11:27 UTC 2026","passed","Sat May 23 22:11:27 UTC 2026","TestQuizP1","test_quiz","",""
"GET /api/assessments/99999/export-csv → 404.","283","test_p1_export_csv_nonexistent","tests.api","Sat May 23 21:59:00 UTC 2026","passed","Sat May 23 21:59:01 UTC 2026","TestAuthAssessmentsP1","test_auth","",""
"P0: List all JDs for your company.","288","test_list_jds","tests.api","Sat May 23 21:59:37 UTC 2026","passed","Sat May 23 21:59:37 UTC 2026","TestAuthJDExtended","test_auth","",""
"POST /auth/api/company/profile without token → 401/403.","354","test_p1_create_company_no_auth","tests.api","Sat May 23 21:58:46 UTC 2026","passed","Sat May 23 21:58:46 UTC 2026","TestAuthUniversityP1","test_auth","",""
"","283","test_export_resume_pdf","tests.api","Sat May 23 22:11:59 UTC 2026","passed","Sat May 23 22:11:59 UTC 2026","TestResume","test_resumes","",""
"","306","test_leave_your_current_company","tests.api","Sat May 23 21:58:49 UTC 2026","passed","Sat May 23 21:58:50 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P0: GET /v1/mentees/{id}/goals — get mentee goals (mentor view).","295","test_get_mentee_goals","tests.api","Sat May 23 22:02:16 UTC 2026","passed","Sat May 23 22:02:16 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"POST /auth/api/interview/schedule with empty body → 404/422.","285","test_p1_schedule_interview_empty_payload","tests.api","Sat May 23 21:58:43 UTC 2026","passed","Sat May 23 21:58:43 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P0: DEL /api/v1/resumes/{id} — delete a resume (safe id).","284","test_delete_resume_new","tests.api","Sat May 23 22:12:13 UTC 2026","passed","Sat May 23 22:12:13 UTC 2026","TestResumeNewEndpoints","test_resumes","",""
"P1: POST /jobs without token → 401/403.","343","test_p1_create_job_no_auth","tests.api","Sat May 23 22:01:45 UTC 2026","passed","Sat May 23 22:01:46 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"P0: Delete company group.","285","test_delete_company_group","tests.api","Sat May 23 21:59:34 UTC 2026","passed","Sat May 23 21:59:35 UTC 2026","TestAuthCompanyGroups","test_auth","",""
"P1: POST /me/roles without token → 401.","351","test_p1_update_roles_no_auth","tests.api","Sat May 23 22:02:11 UTC 2026","passed","Sat May 23 22:02:12 UTC 2026","TestMentorshipOnboarding","test_mentorship","",""
"P1: GET /users/internal/active-ids without token — returns list or 403.","349","test_p1_list_active_ids_no_auth","tests.api","Sat May 23 21:59:10 UTC 2026","passed","Sat May 23 21:59:10 UTC 2026","TestAuthInternalUserIdsP1","test_auth","",""
"P0: Retrieve persisted match results for a JD.","289","test_get_stored_match_results","tests.api","Sat May 23 21:59:10 UTC 2026","passed","Sat May 23 21:59:11 UTC 2026","TestAuthStoredMatchResults","test_auth","",""
"P0: Create assessment with manual questions.","294","test_manual_create_assessment","tests.api","Sat May 23 21:58:54 UTC 2026","passed","Sat May 23 21:58:54 UTC 2026","TestAuthAssessments","test_auth","",""
"P1: GET /me without token → 401.","336","test_p1_get_me_no_auth","tests.api","Sat May 23 22:01:56 UTC 2026","passed","Sat May 23 22:01:56 UTC 2026","TestMentorshipProfile","test_mentorship","",""
"","286","test_delete_company","tests.api","Sat May 23 22:01:39 UTC 2026","passed","Sat May 23 22:01:40 UTC 2026","TestJobsReal","test_jobs_endpoints","",""
"","313","test_evaluate_code","tests.api","Sat May 23 22:04:27 UTC 2026","passed","Sat May 23 22:04:27 UTC 2026","TestQuizAPIs","test_quiz","",""
"GET /auth/api/interview/rounds/99999 → 200 empty or 404.","286","test_p1_get_interviews_nonexistent_jd","tests.api","Sat May 23 21:58:44 UTC 2026","passed","Sat May 23 21:58:44 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P0: List all sessions.","297","test_list_sessions","tests.api","Sat May 23 22:02:08 UTC 2026","passed","Sat May 23 22:02:08 UTC 2026","TestMentorshipSessions","test_mentorship","",""
"P0: Save an IDP.","307","test_idp_save","tests.api","Sat May 23 21:59:44 UTC 2026","passed","Sat May 23 21:59:44 UTC 2026","TestAuthIDPCRUD","test_auth","",""
"P0: Student submits an answer.","309","test_submit_assessment_answer","tests.api","Sat May 23 21:59:42 UTC 2026","passed","Sat May 23 21:59:42 UTC 2026","TestAuthAssessmentLifecycle","test_auth","",""
"P1: DEL /api/v1/pricing/packs/99999 → 404.","291","test_p1_delete_pack_nonexistent","tests.api","Sat May 23 22:00:34 UTC 2026","passed","Sat May 23 22:00:35 UTC 2026","TestBillingNewEndpointsP1","test_billing","",""
"","2277","test_enhance_resume_builder_section_with_ai","tests.api","Sat May 23 22:11:56 UTC 2026","failed","Sat May 23 22:11:59 UTC 2026","TestResume","test_resumes","",""
"P1: POST /api/matching/run/99999 → 404.","286","test_p1_run_matching_nonexistent_jd","tests.api","Sat May 23 21:59:11 UTC 2026","passed","Sat May 23 21:59:11 UTC 2026","TestAuthStoredMatchResultsP1","test_auth","",""
"","294","test_search_jobs","tests.api","Sat May 23 22:01:43 UTC 2026","passed","Sat May 23 22:01:43 UTC 2026","TestJobsReal","test_jobs_endpoints","",""
"","309","test_update_lesson","tests.api","Sat May 23 22:00:45 UTC 2026","passed","Sat May 23 22:00:45 UTC 2026","TestCoursesLessons","test_courses","",""
"","286","test_get_jd_by_user","tests.api","Sat May 23 21:59:56 UTC 2026","passed","Sat May 23 21:59:57 UTC 2026","TestAuthJDNewMethods","test_auth","",""
"","305","test_p1_update_module_nonexistent","tests.api","Sat May 23 22:00:44 UTC 2026","passed","Sat May 23 22:00:44 UTC 2026","TestCoursesModulesP1","test_courses","",""
"P0: PUT /api/v1/notes/{id}.","305","test_put_note","tests.api","Sat May 23 22:01:15 UTC 2026","passed","Sat May 23 22:01:15 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"","305","test_list_participants","tests.api","Sat May 23 22:11:09 UTC 2026","passed","Sat May 23 22:11:10 UTC 2026","TestQuizAPIs","test_quiz","",""
"GET /api/jd/99999/matches → 404.","285","test_p1_get_jd_matches_nonexistent","tests.api","Sat May 23 21:59:40 UTC 2026","passed","Sat May 23 21:59:40 UTC 2026","TestAuthJDExtended","test_auth","",""
"","566","test_list_jobs","tests.api","Sat May 23 22:01:40 UTC 2026","passed","Sat May 23 22:01:41 UTC 2026","TestJobsReal","test_jobs_endpoints","",""
"P1: Get all match results for a JD.","289","test_get_jd_matches","tests.api","Sat May 23 21:59:37 UTC 2026","passed","Sat May 23 21:59:37 UTC 2026","TestAuthJDExtended","test_auth","",""
"P1: POST /wallet/consume with empty body → 422.","290","test_p1_consume_credits_empty","tests.api","Sat May 23 22:00:20 UTC 2026","passed","Sat May 23 22:00:21 UTC 2026","TestBillingWallet","test_billing","",""
"P1: POST /me/mentor/availability without token → 401.","351","test_p1_create_availability_no_auth","tests.api","Sat May 23 22:02:05 UTC 2026","passed","Sat May 23 22:02:06 UTC 2026","TestMentorshipAvailability","test_mentorship","",""
"P1: DEL /api/v1/bookmarks/99999 → 404.","306","test_p1_delete_bookmark_nonexistent","tests.api","Sat May 23 22:01:18 UTC 2026","passed","Sat May 23 22:01:18 UTC 2026","TestCoursesNewEndpointsP1","test_courses","",""
"","287","test_list_groups","tests.api","Sat May 23 21:59:51 UTC 2026","passed","Sat May 23 21:59:51 UTC 2026","TestAuthCompanyGroupsCRUD","test_auth","",""
"","351","test_evaluate_aptitude","tests.api","Sat May 23 22:02:23 UTC 2026","passed","Sat May 23 22:02:24 UTC 2026","TestQuizAPIs","test_quiz","",""
"","285","test_ingest_a_jd_json","tests.api","Sat May 23 21:58:33 UTC 2026","passed","Sat May 23 21:58:34 UTC 2026","TestAuthUniversity","test_auth","",""
"P1: PATCH /v1/mentors/me/hide-profile without token → 401.","350","test_p1_hide_profile_no_auth","tests.api","Sat May 23 22:02:22 UTC 2026","passed","Sat May 23 22:02:23 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"","305","test_get_coding_question_pool_item_by_slug","tests.api","Sat May 23 22:11:11 UTC 2026","passed","Sat May 23 22:11:11 UTC 2026","TestQuizAPIs","test_quiz","",""
"","367","test_p1_create_question_no_auth","tests.api","Sat May 23 22:01:07 UTC 2026","passed","Sat May 23 22:01:07 UTC 2026","TestCoursesQuizzesP1","test_courses","",""
"P1: PUT /universities/99999 → 404.","287","test_p1_update_nonexistent_university","tests.api","Sat May 23 21:59:08 UTC 2026","passed","Sat May 23 21:59:09 UTC 2026","TestAuthUniversityCRUDP1","test_auth","",""
"P0: GET /v1/evaluations/admin/user/{id} — admin gets user evals.","310","test_get_evaluations_admin_by_user","tests.api","Sat May 23 22:11:44 UTC 2026","passed","Sat May 23 22:11:45 UTC 2026","TestQuizNewEndpoints","test_quiz","",""
"P1: POST /idp/generate-roadmap without required role → 422.","307","test_p1_idp_generate_roadmap_missing_role","tests.api","Sat May 23 21:59:29 UTC 2026","passed","Sat May 23 21:59:29 UTC 2026","TestAuthIDPP1","test_auth","",""
"POST /v1/interview/suggest-roles without token → 401/403.","350","test_p1_suggest_roles_no_auth","tests.api","Sat May 23 22:01:26 UTC 2026","passed","Sat May 23 22:01:27 UTC 2026","TestAIInterviewP1","test_interview","",""
"","301","test_update_job","tests.api","Sat May 23 22:01:41 UTC 2026","passed","Sat May 23 22:01:41 UTC 2026","TestJobsReal","test_jobs_endpoints","",""
"","307","test_submit_quiz_attempt","tests.api","Sat May 23 22:01:07 UTC 2026","passed","Sat May 23 22:01:07 UTC 2026","TestCoursesQuizzes","test_courses","",""
"PUT /auth/roles/99999 → 404.","286","test_p1_update_nonexistent_role","tests.api","Sat May 23 21:58:27 UTC 2026","passed","Sat May 23 21:58:28 UTC 2026","TestAuthProtectedP1","test_auth","",""
"P0: List upcoming/live assessments for student.","310","test_student_upcoming_assessments","tests.api","Sat May 23 21:59:04 UTC 2026","passed","Sat May 23 21:59:04 UTC 2026","TestAuthStudentAssessments","test_auth","",""
"","346","test_p1_record_quiz_result_no_auth","tests.api","Sat May 23 22:00:55 UTC 2026","passed","Sat May 23 22:00:56 UTC 2026","TestCoursesAnalyticsP1","test_courses","",""
"P1: PUT /api/v1/pricing/packs/99999 → 404.","289","test_p1_update_pack_nonexistent","tests.api","Sat May 23 22:00:34 UTC 2026","passed","Sat May 23 22:00:34 UTC 2026","TestBillingNewEndpointsP1","test_billing","",""
"","302","test_request_teacher_role","tests.api","Sat May 23 21:59:59 UTC 2026","failed","Sat May 23 21:59:59 UTC 2026","TestAuthClassrooms","test_auth","",""
"","349","test_upload_resume","tests.api","Sat May 23 22:11:50 UTC 2026","passed","Sat May 23 22:11:50 UTC 2026","TestResume","test_resumes","",""
"","304","test_get_user_profile","tests.api","Sat May 23 22:01:24 UTC 2026","passed","Sat May 23 22:01:24 UTC 2026","TestAIInterview","test_interview","",""
"","284","test_reject_request","tests.api","Sat May 23 22:00:01 UTC 2026","passed","Sat May 23 22:00:01 UTC 2026","TestAuthClassrooms","test_auth","",""
"P1: POST /api/v1/resumes/builder/generate with empty → 422.","282","test_p1_builder_generate_empty","tests.api","Sat May 23 22:12:15 UTC 2026","passed","Sat May 23 22:12:15 UTC 2026","TestResumeNewEndpointsP1","test_resumes","",""
"","286","test_create_group","tests.api","Sat May 23 21:59:51 UTC 2026","failed","Sat May 23 21:59:52 UTC 2026","TestAuthCompanyGroupsCRUD","test_auth","",""
"","285","test_create_group","tests.api","Sat May 23 22:00:06 UTC 2026","failed","Sat May 23 22:00:06 UTC 2026","TestAuthUniversities","test_auth","",""
"","304","test_p1_create_course_empty_payload","tests.api","Sat May 23 22:00:41 UTC 2026","passed","Sat May 23 22:00:41 UTC 2026","TestCoursesCRUDP1","test_courses","",""
"P1: POST /skills with empty body → 422.","291","test_p1_create_skill_empty","tests.api","Sat May 23 22:01:59 UTC 2026","passed","Sat May 23 22:01:59 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"P0: Add a question to a draft assessment.","294","test_add_question","tests.api","Sat May 23 21:59:01 UTC 2026","passed","Sat May 23 21:59:02 UTC 2026","TestAuthAssessmentQuestions","test_auth","",""
"","285","test_list_groups","tests.api","Sat May 23 22:00:06 UTC 2026","failed","Sat May 23 22:00:06 UTC 2026","TestAuthUniversities","test_auth","",""
"P0: List active credit packs (public).","291","test_list_credit_packs","tests.api","Sat May 23 22:00:23 UTC 2026","passed","Sat May 23 22:00:23 UTC 2026","TestBillingPricing","test_billing","",""
"P0: Delete a user by ID (admin only).","836","test_delete_user","tests.api","Sat May 23 21:58:50 UTC 2026","passed","Sat May 23 21:58:51 UTC 2026","TestAuthDeleteUser","test_auth","",""
"","285","test_get_questions","tests.api","Sat May 23 21:59:48 UTC 2026","passed","Sat May 23 21:59:48 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"","288","test_patch_jd","tests.api","Sat May 23 21:59:57 UTC 2026","passed","Sat May 23 21:59:58 UTC 2026","TestAuthJDNewMethods","test_auth","",""
"P0: GET /v1/interview/me/sessions/{id}/history — get my session history.","309","test_get_me_sessions_history","tests.api","Sat May 23 22:01:32 UTC 2026","passed","Sat May 23 22:01:32 UTC 2026","TestInterviewNewEndpoints","test_interview","",""
"POST process for request 99999 → 404.","285","test_p1_process_nonexistent_request","tests.api","Sat May 23 21:59:33 UTC 2026","passed","Sat May 23 21:59:33 UTC 2026","TestAuthAddUserRequests","test_auth","",""
"","306","test_get_assessment_questions","tests.api","Sat May 23 22:11:07 UTC 2026","passed","Sat May 23 22:11:07 UTC 2026","TestQuizAPIs","test_quiz","",""
"P1: POST /companies with empty body → 422.","282","test_p1_create_company_empty","tests.api","Sat May 23 22:01:48 UTC 2026","passed","Sat May 23 22:01:48 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"","307","test_get_question","tests.api","Sat May 23 22:01:05 UTC 2026","passed","Sat May 23 22:01:05 UTC 2026","TestCoursesQuizzes","test_courses","",""
"","307","test_get_me","tests.api","Sat May 23 21:58:23 UTC 2026","passed","Sat May 23 21:58:23 UTC 2026","TestAuthProtected","test_auth","",""
"","310","test_get_idp_assessment","tests.api","Sat May 23 22:00:01 UTC 2026","passed","Sat May 23 22:00:01 UTC 2026","TestAuthIDPAssessments","test_auth","",""
"","284","test_bulk_invite","tests.api","Sat May 23 21:59:53 UTC 2026","passed","Sat May 23 21:59:53 UTC 2026","TestAuthCompanyExtended","test_auth","",""
"P0: POST /api/v1/risk/accounts/{user_id}/freeze.","292","test_freeze_account","tests.api","Sat May 23 22:00:32 UTC 2026","passed","Sat May 23 22:00:32 UTC 2026","TestBillingNewEndpoints","test_billing","",""
"P0: Admin can list all universities.","289","test_list_universities","tests.api","Sat May 23 21:59:07 UTC 2026","passed","Sat May 23 21:59:08 UTC 2026","TestAuthUniversityCRUD","test_auth","",""
"","309","test_create_lesson","tests.api","Sat May 23 22:00:44 UTC 2026","passed","Sat May 23 22:00:45 UTC 2026","TestCoursesLessons","test_courses","",""
"","305","test_flag_course_review","tests.api","Sat May 23 22:00:49 UTC 2026","passed","Sat May 23 22:00:49 UTC 2026","TestCoursesReviews","test_courses","",""
"","304","test_update_assessment_p0","tests.api","Sat May 23 22:11:08 UTC 2026","passed","Sat May 23 22:11:08 UTC 2026","TestQuizAPIs","test_quiz","",""
"","286","test_get_assessment","tests.api","Sat May 23 21:59:46 UTC 2026","passed","Sat May 23 21:59:47 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"POST /v1/interview/reply without token → 401/403.","347","test_p1_submit_reply_no_auth","tests.api","Sat May 23 22:01:27 UTC 2026","passed","Sat May 23 22:01:27 UTC 2026","TestAIInterviewP1","test_interview","",""
"POST /api/evaluation/evaluate-answer with empty body → 422.","288","test_p1_evaluate_answer_empty_payload","tests.api","Sat May 23 21:59:07 UTC 2026","passed","Sat May 23 21:59:07 UTC 2026","TestAuthEvaluationP1","test_auth","",""
"P0: POST /api/v1/lessons/{id}/bookmarks.","311","test_post_lesson_bookmark","tests.api","Sat May 23 22:01:14 UTC 2026","passed","Sat May 23 22:01:14 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"","309","test_popular_content","tests.api","Sat May 23 22:00:53 UTC 2026","passed","Sat May 23 22:00:53 UTC 2026","TestCoursesAnalytics","test_courses","",""
"P1: POST without token → 401/403.","350","test_p1_final_score_no_auth","tests.api","Sat May 23 22:01:35 UTC 2026","passed","Sat May 23 22:01:35 UTC 2026","TestInterviewNewEndpointsP1","test_interview","",""
"GET /auth/api/company/99999 → 404.","285","test_p1_get_nonexistent_company","tests.api","Sat May 23 21:58:47 UTC 2026","passed","Sat May 23 21:58:48 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P0: List company groups.","286","test_list_company_groups","tests.api","Sat May 23 21:59:33 UTC 2026","passed","Sat May 23 21:59:33 UTC 2026","TestAuthCompanyGroups","test_auth","",""
"","293","test_get_resume_by_id","tests.api","Sat May 23 22:11:51 UTC 2026","passed","Sat May 23 22:11:51 UTC 2026","TestResume","test_resumes","",""
"P0: Get shortlisted candidates for a JD.","287","test_get_shortlisted_candidates","tests.api","Sat May 23 21:59:11 UTC 2026","passed","Sat May 23 21:59:12 UTC 2026","TestAuthShortlistGet","test_auth","",""
"","343","test_root","tests.api","Sat May 23 21:58:22 UTC 2026","passed","Sat May 23 21:58:22 UTC 2026","TestAuthOther","test_auth","",""
"P1: GET /v1/evaluations/admin/1 without token → 401/403.","349","test_p1_get_eval_admin_no_auth","tests.api","Sat May 23 22:11:49 UTC 2026","passed","Sat May 23 22:11:49 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"P1: GET /sessions/99999 → 404.","297","test_p1_get_session_nonexistent","tests.api","Sat May 23 22:02:09 UTC 2026","passed","Sat May 23 22:02:09 UTC 2026","TestMentorshipSessions","test_mentorship","",""
"","284","test_schedule","tests.api","Sat May 23 21:59:50 UTC 2026","passed","Sat May 23 21:59:50 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"P1: GET /v1/tests/99999 → 404.","296","test_p1_get_test_nonexistent","tests.api","Sat May 23 22:02:21 UTC 2026","passed","Sat May 23 22:02:21 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"P1: POST /api/v1/subscriptions/99999/grant → 404.","290","test_p1_grant_sub_nonexistent","tests.api","Sat May 23 22:00:36 UTC 2026","passed","Sat May 23 22:00:36 UTC 2026","TestBillingNewEndpointsP1","test_billing","",""
"P1: POST /v1/me/experiences with empty body → 422.","296","test_p1_create_experience_empty","tests.api","Sat May 23 22:02:19 UTC 2026","passed","Sat May 23 22:02:19 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"P1: DELETE /me/mentor/skills/99999 → 204 (idempotent) or 404.","297","test_p1_delete_mentor_skill_nonexistent","tests.api","Sat May 23 22:02:00 UTC 2026","passed","Sat May 23 22:02:00 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"GET /api/students/assessment-history without token → 401.","341","test_p1_student_history_no_auth","tests.api","Sat May 23 21:59:05 UTC 2026","passed","Sat May 23 21:59:05 UTC 2026","TestAuthStudentAssessmentsP1","test_auth","",""
"P0: Add members to company group.","288","test_add_company_group_members","tests.api","Sat May 23 21:59:33 UTC 2026","passed","Sat May 23 21:59:34 UTC 2026","TestAuthCompanyGroups","test_auth","",""
"","348","test_p1_classrooms_no_auth","tests.api","Sat May 23 22:00:12 UTC 2026","failed","Sat May 23 22:00:13 UTC 2026","TestAuthNewP1","test_auth","",""
"","305","test_p1_generate_interview_pdf_empty","tests.api","Sat May 23 22:11:28 UTC 2026","passed","Sat May 23 22:11:29 UTC 2026","TestQuizP1","test_quiz","",""
"","313","test_get_session_metrics","tests.api","Sat May 23 22:01:23 UTC 2026","passed","Sat May 23 22:01:23 UTC 2026","TestAIInterview","test_interview","",""
"P0: GET /api/v1/resumes/{id}/analysis.","1859","test_get_resume_analysis_new","tests.api","Sat May 23 22:12:11 UTC 2026","failed","Sat May 23 22:12:12 UTC 2026","TestResumeNewEndpoints","test_resumes","",""
"","307","test_recommend_courses","tests.api","Sat May 23 22:00:58 UTC 2026","passed","Sat May 23 22:00:58 UTC 2026","TestCoursesSearch","test_courses","",""
"","294","test_put_user_roles","tests.api","Sat May 23 22:00:08 UTC 2026","passed","Sat May 23 22:00:09 UTC 2026","TestAuthUserRoles","test_auth","",""
"P0: POST /api/v1/lessons/{id}/notes — create a note.","310","test_post_lesson_note","tests.api","Sat May 23 22:01:13 UTC 2026","passed","Sat May 23 22:01:13 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"","307","test_p1_update_nonexistent_course","tests.api","Sat May 23 22:00:41 UTC 2026","passed","Sat May 23 22:00:41 UTC 2026","TestCoursesCRUDP1","test_courses","",""
"","304","test_p1_search_missing_query","tests.api","Sat May 23 22:00:58 UTC 2026","passed","Sat May 23 22:00:59 UTC 2026","TestCoursesSearchP1","test_courses","",""
"P0: Get my calendar.","296","test_get_my_calendar","tests.api","Sat May 23 22:02:07 UTC 2026","passed","Sat May 23 22:02:07 UTC 2026","TestMentorshipAvailability","test_mentorship","",""
"P1: PATCH update a structured JD.","289","test_update_jd","tests.api","Sat May 23 21:59:39 UTC 2026","passed","Sat May 23 21:59:39 UTC 2026","TestAuthJDExtended","test_auth","",""
"","339","test_p1_create_quiz_no_auth","tests.api","Sat May 23 22:01:08 UTC 2026","passed","Sat May 23 22:01:08 UTC 2026","TestCoursesQuizzesP1","test_courses","",""
"P0: GET /v1/superadmin/mentors/by-email.","357","test_superadmin_mentors_by_email","tests.api","Sat May 23 22:02:18 UTC 2026","passed","Sat May 23 22:02:18 UTC 2026","TestMentorshipNewEndpoints","test_mentorship","",""
"Login with email only → 422.","362","test_p1_login_missing_password","tests.api","Sat May 23 21:58:17 UTC 2026","passed","Sat May 23 21:58:17 UTC 2026","TestAuthPublicP1","test_auth","",""
"P0: GET /v1/user/{id}/profile — user profile via new auto-generated method.","305","test_get_user_profile_new","tests.api","Sat May 23 22:01:33 UTC 2026","passed","Sat May 23 22:01:33 UTC 2026","TestInterviewNewEndpoints","test_interview","",""
"","285","test_am_i_university_admin","tests.api","Sat May 23 21:58:30 UTC 2026","passed","Sat May 23 21:58:30 UTC 2026","TestAuthUniversity","test_auth","",""
"","289","test_put_university","tests.api","Sat May 23 22:00:05 UTC 2026","passed","Sat May 23 22:00:05 UTC 2026","TestAuthUniversities","test_auth","",""
"POST /v1/analyze/frame without token → 401/403.","336","test_p1_analyze_frame_no_auth","tests.api","Sat May 23 22:01:27 UTC 2026","passed","Sat May 23 22:01:28 UTC 2026","TestAIInterviewP1","test_interview","",""
